date,max,non_zero_min,non_zero_mean
2024-01-15,17.88,7.6,15.397142857142855
2024-01-16,16.16,7.48,13.741428571428571
2024-01-17,17.49,8.32,14.762142857142857
2024-01-18,17.54,7.37,14.585714285714287
2024-01-19,17.99,7.26,15.716428571428569
2024-01-20,17.95,7.3,14.95
2024-01-21,17.51,7.37,14.350714285714286
2024-01-22,14.67,8.57,13.112142857142857
2024-01-23,14.8,6.94,13.403571428571428
2024-01-24,16.12,6.96,13.704285714285716
2024-01-25,16.15,6.86,13.552857142857144
2024-01-26,14.87,7.25,13.173571428571424
2024-01-27,14.58,7.36,13.307857142857143
2024-01-28,15.76,6.55,13.714285714285714
2024-01-29,14.55,7.43,13.160714285714288
2024-01-30,15.37,7.07,13.184999999999999
2024-01-31,14.72,7.41,13.15
2024-02-01,16.31,6.42,13.372857142857143
2024-02-02,17.31,6.43,13.359285714285715
2024-02-03,14.72,6.78,13.120000000000001
2024-02-04,14.57,6.22,13.237142857142857
2024-02-05,15.12,6.17,13.511428571428569
2024-02-06,14.3,7.08,12.887142857142857
2024-02-07,15.35,7.51,13.19071428571429
2024-02-08,14.59,7.47,12.96142857142857
2024-02-09,14.37,7.26,13.033571428571431
2024-02-10,17.04,6.04,14.19357142857143
2024-02-11,17.85,6.05,15.799285714285716
2024-02-12,17.81,6.03,15.551428571428575
2024-02-13,17.57,5.97,14.84
2024-02-14,17.49,6.99,15.783846153846156
2024-02-15,17.61,6.91,15.05230769230769
2024-02-16,17.56,6.25,14.444999999999999
2024-02-17,15.76,6.66,13.237142857142857
2024-02-18,16.04,6.74,14.570769230769228
2024-02-19,16.48,6.77,14.643846153846154
2024-02-20,17.64,6.6,13.890714285714285
2024-02-21,17.17,6.58,14.500000000000002
2024-02-22,17.35,6.43,14.988461538461538
2024-02-23,14.75,6.35,12.86357142857143
2024-02-24,14.66,6.5,13.357692307692306
2024-02-25,16.41,6.86,14.35923076923077
2024-02-26,14.31,7.38,13.257692307692308
2024-02-27,14.5,6.19,12.817857142857141
2024-02-28,14.33,6.76,12.799999999999999
2024-02-29,14.87,6.62,12.980714285714287
2024-03-01,14.96,7.04,12.982142857142858
2024-03-02,14.62,6.45,13.378461538461538
2024-03-03,14.6,6.36,12.915000000000001
2024-03-04,14.75,7.19,13.372307692307695
2024-03-05,14.57,6.27,12.81142857142857
2024-03-06,14.59,6.14,13.340769230769231
2024-03-07,14.42,6.84,12.785714285714288
2024-03-08,15.19,7.37,13.866923076923078
2024-03-09,15.03,6.25,13.007857142857144
2024-03-10,14.24,5.98,12.308666666666669
2024-03-11,17.25,7.27,14.30153846153846
2024-03-12,17.95,14.56,17.02583333333333
2024-03-13,17.43,13.4,15.480833333333335
2024-03-14,15.4,13.4,14.499166666666667
2024-03-15,15.29,13.02,14.043333333333331
2024-03-16,15.71,13.49,14.5625
2024-03-17,16.29,13.86,15.147499999999999
2024-03-18,16.8,6.28,14.63538461538462
2024-03-19,16.57,6.8,14.42
2024-03-20,17.34,14.01,15.745833333333335
2024-03-21,17.41,13.35,15.585833333333335
2024-03-22,15.78,13.64,14.4975
2024-03-23,16.24,12.91,14.605000000000002
2024-03-24,16.46,13.59,15.146666666666668
2024-03-25,17.26,12.92,15.506666666666666
2024-03-26,16.88,12.53,15.449166666666665
2024-03-27,16.32,13.31,14.195833333333331
2024-03-28,15.84,11.95,14.599166666666667
2024-03-29,16.18,12.25,14.865833333333333
2024-03-30,16.71,11.82,14.410833333333331
2024-03-31,15.24,6.19,13.23923076923077
2024-04-01,15.86,12.06,13.975833333333332
2024-04-02,15.47,10.58,14.012500000000003
2024-04-03,15.88,11.43,14.120833333333332
2024-04-04,16.96,10.84,14.740833333333333
2024-04-05,16.75,10.55,14.693333333333335
2024-04-06,15.94,6.35,12.847142857142858
2024-04-07,15.43,9.96,14.048333333333334
2024-04-08,15.16,9.3,13.748333333333333
2024-04-09,14.47,7.01,12.930000000000003
2024-04-10,15.93,10.55,14.222500000000002
2024-04-11,16.96,9.07,14.775833333333333
2024-04-12,17.11,8.54,15.603333333333333
2024-04-13,17.28,8.4,15.584166666666667
2024-04-14,16.96,8.49,14.855833333333335
2024-04-15,16.86,8.31,14.975000000000003
2024-04-16,17.49,7.88,15.343333333333334
2024-04-17,17.61,7.86,14.495
2024-04-18,16.22,8.23,14.015
2024-04-19,17.11,7.6,13.833333333333334
2024-04-20,15.14,6.0,13.100769230769233
2024-04-21,17.57,7.22,13.85076923076923
2024-04-22,16.53,6.0,12.990714285714287
2024-04-23,15.72,6.17,12.630714285714285
2024-04-24,16.8,7.61,14.389166666666668
2024-04-25,15.24,8.64,13.550000000000002
2024-04-26,15.08,6.17,12.034666666666665
2024-04-27,14.63,6.33,12.673846153846153
2024-04-28,14.7,6.32,12.873846153846152
2024-04-29,16.53,7.47,13.969999999999999
2024-04-30,14.98,6.93,12.856923076923076
2024-05-01,16.13,6.32,12.622142857142858
2024-05-02,17.2,6.7,13.847500000000002
2024-05-03,14.22,8.17,12.987499999999999
2024-05-04,16.51,7.32,13.376923076923076
2024-05-05,17.73,8.99,14.916666666666663
2024-05-06,17.44,6.38,15.055833333333334
2024-05-07,17.07,6.38,14.628333333333332
2024-05-08,17.11,6.88,14.678333333333333
2024-05-09,16.71,6.38,14.196666666666667
2024-05-10,15.96,6.43,13.139166666666668
2024-05-11,16.53,6.37,13.779166666666669
2024-05-12,16.94,5.97,12.960666666666665
2024-05-13,16.34,6.27,13.100000000000001
2024-05-14,16.96,5.99,14.302500000000002
2024-05-15,17.68,6.01,15.309166666666664
2024-05-16,17.49,6.73,15.060833333333333
2024-05-17,17.12,8.5,14.567272727272725
2024-05-18,16.61,6.07,14.111666666666666
2024-05-19,16.12,6.32,13.784999999999998
2024-05-20,14.78,7.4,13.081666666666665
2024-05-21,14.77,6.21,13.2575
2024-05-22,15.86,6.9,13.601666666666667
2024-05-23,15.75,6.86,13.850833333333334
2024-05-24,15.05,6.17,13.230833333333335
2024-05-25,16.09,6.29,13.7275
2024-05-26,16.24,6.07,13.430833333333332
2024-05-27,15.65,7.11,13.367500000000001
2024-05-28,15.56,6.74,13.00416666666667
2024-05-29,14.56,6.32,12.852500000000001
2024-05-30,14.82,7.29,12.843333333333334
2024-05-31,15.86,6.71,13.374285714285715
2024-06-01,14.77,9.02,13.112
2024-06-02,16.92,6.93,13.994166666666667
2024-06-03,17.19,7.09,13.633333333333335
2024-06-04,15.74,6.69,13.2975
2024-06-05,15.03,6.87,13.124166666666666
2024-06-06,14.8,6.81,12.901666666666666
2024-06-07,15.55,6.56,12.583846153846155
2024-06-08,16.21,6.66,13.395000000000001
2024-06-09,16.32,5.99,12.831428571428573
2024-06-10,17.45,6.22,15.078333333333331
2024-06-11,16.72,6.4,13.942500000000003
2024-06-12,16.49,7.49,14.844545454545456
2024-06-13,17.34,6.42,13.678333333333335
2024-06-14,15.46,6.3,12.344999999999999
2024-06-15,15.63,6.27,13.193076923076923
2024-06-16,16.07,6.41,13.563333333333334
2024-06-17,16.57,6.17,13.924166666666666
2024-06-18,16.58,6.13,14.032499999999999
2024-06-19,17.01,6.76,14.01833333333333
2024-06-20,17.48,6.53,14.434166666666664
2024-06-21,18.01,6.07,14.629166666666665
2024-06-22,16.71,6.86,15.357272727272727
2024-06-23,16.67,6.14,14.2425
2024-06-24,17.37,6.12,14.657499999999999
2024-06-25,17.66,6.01,14.617500000000001
2024-06-26,17.49,6.13,14.828333333333331
2024-06-27,17.85,6.31,14.766666666666667
2024-06-28,17.14,7.49,15.302727272727271
2024-06-29,17.54,6.77,14.078333333333335
2024-06-30,16.26,6.62,13.1925
2024-07-01,15.79,6.75,13.207499999999998
2024-07-02,17.29,7.21,14.118333333333334
2024-07-03,18.09,6.33,15.206666666666669
2024-07-04,18.09,6.3,15.438333333333333
2024-07-05,17.99,6.11,15.397499999999999
2024-07-06,18.02,6.61,15.314166666666667
2024-07-07,18.11,6.33,15.284166666666664
2024-07-08,17.6,6.37,14.765
2024-07-09,17.43,6.46,15.018333333333333
2024-07-10,17.25,6.51,14.388333333333334
2024-07-11,18.11,6.42,14.924166666666666
2024-07-12,17.92,6.73,15.270000000000001
2024-07-13,17.64,6.46,14.823333333333332
2024-07-14,17.77,6.75,14.63166666666667
2024-07-15,17.63,6.87,14.467500000000001
2024-07-16,17.93,6.63,14.6575
2024-07-17,17.85,6.86,15.049999999999999
2024-07-18,17.52,6.92,15.47
2024-07-19,16.66,7.0,14.179166666666667
2024-07-20,16.62,7.19,14.069166666666668
2024-07-21,17.37,6.63,14.234166666666667
2024-07-22,17.46,6.8,14.637499999999998
2024-07-23,17.07,6.56,14.900833333333331
2024-07-24,17.14,6.9,14.795833333333333
2024-07-25,16.41,6.79,13.879166666666665
2024-07-26,15.21,6.39,12.262666666666666
2024-07-27,14.95,5.97,12.879999999999997
2024-07-28,16.24,6.82,12.575714285714284
2024-07-29,16.19,7.29,13.832499999999998
2024-07-30,16.92,6.34,13.564166666666667
2024-07-31,16.91,7.52,14.3125
2024-08-01,16.98,7.41,14.210833333333332
2024-08-02,17.75,6.99,14.804166666666667
2024-08-03,17.78,7.03,15.429166666666665
2024-08-04,18.01,7.3,15.653333333333334
2024-08-05,17.57,7.5,15.106666666666667
2024-08-06,17.23,7.3,15.174166666666665
2024-08-07,17.25,7.53,15.133333333333333
2024-08-08,17.61,7.62,15.400833333333333
2024-08-09,17.89,7.6,15.261666666666665
2024-08-10,17.85,8.26,14.952500000000002
2024-08-11,17.66,7.58,15.278333333333336
2024-08-12,17.66,7.76,14.435
2024-08-13,16.57,8.93,14.726666666666667
2024-08-14,17.59,7.45,15.027499999999998
2024-08-15,17.79,7.76,15.050833333333337
2024-08-16,18.05,8.35,14.798333333333334
2024-08-17,16.04,5.98,12.790000000000001
2024-08-18,16.1,7.05,13.323076923076922
2024-08-19,15.53,9.59,14.0875
2024-08-20,15.8,6.27,13.37923076923077
2024-08-21,15.76,9.36,13.967500000000003
2024-08-22,15.84,8.13,14.329166666666667
2024-08-23,16.66,8.08,14.606666666666667
2024-08-24,16.8,8.43,14.79416666666667
2024-08-25,17.61,8.32,15.43
2024-08-26,17.66,8.31,15.495000000000003
2024-08-27,17.61,8.09,15.716666666666667
2024-08-28,17.21,6.96,14.926153846153849
2024-08-29,17.37,8.45,15.273333333333333
2024-08-30,17.66,9.05,15.160833333333331
2024-08-31,17.59,7.75,14.656666666666666
2024-09-01,18.11,8.89,16.3225
2024-09-02,17.91,8.74,15.855833333333331
2024-09-03,17.26,8.97,15.095
2024-09-04,16.36,9.25,14.396666666666667
2024-09-05,17.18,9.58,14.863333333333335
2024-09-06,15.63,7.88,13.510769230769231
2024-09-07,15.42,10.13,13.84666666666667
2024-09-08,16.34,9.82,14.506666666666668
2024-09-09,17.16,9.93,15.549166666666666
2024-09-10,17.61,9.03,15.87
2024-09-11,17.7,8.85,16.014166666666668
2024-09-12,17.7,9.46,16.371666666666666
2024-09-13,17.95,9.63,15.818333333333333
2024-09-14,17.31,8.94,14.729166666666664
2024-09-15,17.18,9.45,15.515833333333333
2024-09-16,16.75,9.8,15.308333333333335
2024-09-17,17.03,9.54,15.264166666666666
2024-09-18,17.64,6.24,14.568461538461538
2024-09-19,16.7,9.58,14.669166666666667
2024-09-20,17.09,10.46,14.6875
2024-09-21,15.69,7.02,13.764615384615384
2024-09-22,17.37,7.93,14.097692307692306
2024-09-23,15.59,6.29,13.727692307692307
2024-09-24,16.09,12.3,14.854999999999997
2024-09-25,17.4,6.22,15.143846153846154
2024-09-26,17.88,6.19,15.35153846153846
2024-09-27,17.68,6.09,15.443076923076923
2024-09-28,16.99,12.42,15.394999999999998
2024-09-29,17.46,6.41,14.741538461538461
2024-09-30,17.77,6.45,15.781538461538464
2024-10-01,17.93,6.49,15.016153846153847
2024-10-02,17.14,6.84,14.193846153846152
2024-10-03,17.89,6.64,14.826923076923077
2024-10-04,15.45,6.85,14.006153846153843
2024-10-05,17.06,6.89,14.324615384615383
2024-10-06,17.03,6.99,15.164615384615384
2024-10-07,16.8,7.07,14.793846153846154
2024-10-08,17.7,7.13,15.471538461538461
2024-10-09,17.16,7.26,14.642307692307694
2024-10-10,17.81,7.29,14.393846153846154
2024-10-11,16.12,6.12,13.580714285714283
2024-10-12,16.33,7.61,14.451538461538462
2024-10-13,17.51,7.59,15.463076923076922
2024-10-14,18.05,7.78,16.029230769230768
2024-10-15,17.69,7.93,15.443076923076923
2024-10-16,16.8,8.0,14.69846153846154
2024-10-17,17.19,8.61,14.288461538461537
2024-10-18,16.55,8.57,14.62923076923077
2024-10-19,17.22,8.51,14.513846153846155
2024-10-20,15.83,8.73,13.931538461538462
2024-10-21,16.94,8.81,14.703076923076924
2024-10-22,17.35,8.57,15.538461538461538
2024-10-23,17.33,9.76,15.51692307692308
2024-10-24,17.11,9.46,15.40076923076923
2024-10-25,17.07,9.77,15.030000000000001
2024-10-26,17.04,6.11,13.478666666666669
2024-10-27,17.35,10.26,14.864615384615385
2024-10-28,16.24,10.06,14.34153846153846
2024-10-29,16.44,10.32,14.297692307692309
2024-10-30,17.04,10.17,15.353846153846153
2024-10-31,17.94,14.78,17.36
